"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/schema-to-template-context.ts","schemaToTemplateContext","SchemaTemplateContext"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/transform-fields.ts","resolveFields","Field[]"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/transform-object.ts","transformGraphQLObject","Type"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/resolve-arguments.ts","resolveArguments","Argument[]"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/transform-scalar.ts","transformScalar","Scalar"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/schema/transform-interface.ts","transformInterface","Interface"
"../test-repos/dotansimha_graphql-code-generator/packages/graphql-codegen-core/src/debugging.ts","debugLog","void"
"../test-repos/dwyl_hapi-typescript-example/test/utils.ts","createTaskDummy","{ name: string; description: string; }"
"../test-repos/dwyl_hapi-typescript-example/test/utils.ts","createUserDummy","{ email: string; name: string; password: string; }"
"../test-repos/dwyl_hapi-typescript-example/test/utils.ts","clearDatabase","void"
"../test-repos/dwyl_hapi-typescript-example/test/utils.ts","createSeedTaskData","any"
"../test-repos/dwyl_hapi-typescript-example/test/utils.ts","createSeedUserData","void"
"../test-repos/dwyl_hapi-typescript-example/src/configurations/index.ts","getDatabaseConfig","IDataConfiguration"
"../test-repos/dwyl_hapi-typescript-example/src/configurations/index.ts","getServerConfigs","IServerConfigurations"
"../test-repos/dwyl_hapi-typescript-example/src/tasks/routes.ts","../test-repos/dwyl_hapi-typescript-example/src/tasks/index.ts","init","void"
"../test-repos/dwyl_hapi-typescript-example/src/database.ts","init","IDatabase"
"../test-repos/dwyl_hapi-typescript-example/src/users/routes.ts","../test-repos/dwyl_hapi-typescript-example/src/users/index.ts","init","void"
"../test-repos/dwyl_hapi-typescript-example/src/users/user.ts","hashPassword","string"
"../test-repos/dwyl_hapi-typescript-example/src/server.ts","init","Promise<any>"
"../test-repos/editor-rs_vscode-rust/src/OutputChannelProcess.ts","create","Promise<Success | Error>"
"../test-repos/editor-rs_vscode-rust/src/OutputChannelProcess.ts","process","Promise<Success | Error>"
"../test-repos/editor-rs_vscode-rust/src/OutputChannelProcess.ts","getOption","boolean"
"../test-repos/editor-rs_vscode-rust/src/OutputChannelProcess.ts","subscribeToDataEvent","void"
"../test-repos/editor-rs_vscode-rust/src/UserInteraction/AskUserToAnswerYesOrNo.ts","askUserToAnswerYesOrNo","Promise<boolean>"
"../test-repos/editor-rs_vscode-rust/src/UserInteraction/AskUserWhatConfigurationToSaveParameterIn.ts","askUserWhatConfigurationToSaveParameterIn","Promise<UserOrWorkspaceConfiguration>"
"../test-repos/editor-rs_vscode-rust/src/UserInteraction/AskUserWhatConfigurationToSaveParameterIn.ts","askUserToConfirmCancellation","Promise<boolean>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","askUserToChooseMode","Promise<Mode>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","askPermissionToInstall","Promise<boolean>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","installComponent","Promise<boolean>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","handleMissingRustupUserToolchain","Promise<void>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","processPossibleSetButMissingUserToolchain","void"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","activate","Promise<void>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","runInLegacyMode","Promise<void>"
"../test-repos/editor-rs_vscode-rust/src/extension.ts","addExecutingActionOnSave","void"
"../test-repos/editor-rs_vscode-rust/src/Utils.ts","surround_by_double_quotes","string"
"../test-repos/editor-rs_vscode-rust/src/CommandLine.ts","getCommandToSetEnvVar","string"
"../test-repos/editor-rs_vscode-rust/src/CommandLine.ts","escapeSpaces","string"
"../test-repos/editor-rs_vscode-rust/src/CommandLine.ts","getCommandToChangeWorkingDirectory","string"
"../test-repos/editor-rs_vscode-rust/src/CommandLine.ts","getCommandForArgs","string"
"../test-repos/editor-rs_vscode-rust/src/CommandLine.ts","getCommandToExecuteStatementsOneByOneIfPreviousIsSucceed","string"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/RustSource.ts","getPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/RustSource.ts","getUserPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/RustSource.ts","checkPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/RustSource.ts","getConfigurationPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/RustSource.ts","getEnvPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Rustup.ts","getUserConfiguration","any"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Rustup.ts","getToolchainFromConfigurationParameter","Toolchain"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Rustup.ts","getUserNightlyToolchain","Toolchain"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Rustup.ts","getUserToolchain","Toolchain"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Rustup.ts","updateUserConfigurationParameter","void"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Configuration.ts","asConfigurationParameterValue","string"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Configuration.ts","mode","Mode"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Configuration.ts","findRacerPathSpecifiedByUser","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/configuration/Configuration.ts","findDefaultRacerPath","Promise<string>"
"../test-repos/editor-rs_vscode-rust/src/components/cargo/diagnostic_utils.ts","normalizeDiagnosticPath","string"
"../test-repos/editor-rs_vscode-rust/src/components/cargo/diagnostic_utils.ts","addUniqueDiagnostic","void"
"../test-repos/editor-rs_vscode-rust/src/components/cargo/diagnostic_utils.ts","isUniqueDiagnostic","boolean"
"../test-repos/editor-rs_vscode-rust/src/components/cargo/output_channel_task_manager.ts","prependArgsWithMessageFormatIfRequired","void"
"../test-repos/editor-rs_vscode-rust/src/components/completion/completion_manager.ts","pushBlock","void"
"../test-repos/editor-rs_vscode-rust/src/Shell.ts","fromString","Shell"
"../test-repos/editor-rs_vscode-rust/src/Shell.ts","toString","string"
"../test-repos/editor-rs_vscode-rust/src/WslShellUtils.ts","correctPath","string"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","setValidationRules","void"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","assertSetValidationRules","void"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","getValidationRules","void"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","getAuthToken","any"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","login","void"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","loginAs","void"
"../test-repos/firebase_blaze_compiler/test/firebase_io.ts","simulateLoginAs","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testValidSchema","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testStructureValidation","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testStructureParsing","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testAntiCases","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testMailValidation","void"
"../test-repos/firebase_blaze_compiler/test/validation_test.ts","testRequiredArray","void"
"../test-repos/firebase_blaze_compiler/test/scenarios_test.ts","run","void"
"../test-repos/firebase_blaze_compiler/test/scenarios_test.ts","testFiles","void"
"../test-repos/firebase_blaze_compiler/test/parse_test.ts","testEntryParseRoot1","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testSetup","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testWriteInbox","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testDeleteInbox","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testWriteOutbox","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testDeleteOutbox","void"
"../test-repos/firebase_blaze_compiler/test/mail_example_test.ts","testReadboxes","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSimplify1","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSimplify2","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSimplify3","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes0","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes1","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes2","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes3","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes4","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testSanitizeQuotes5","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testEscapeQuotes1","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testEscapeQuotes2","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testEscapeEscapes1","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testPrune","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testChildParentAnnihilation","void"
"../test-repos/firebase_blaze_compiler/test/optimize_test.ts","testClauseRepetitionElimination","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testString","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testNumber","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testFunction_access","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testAccess","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testCascade","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testRequired","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testTypes","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testDefinitions","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testAny","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testWildchild","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testWilderchild","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testSanitize","void"
"../test-repos/firebase_blaze_compiler/test/codegen_test.ts","testNestedWildchilds","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","translationTestCase","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup4","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup5","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup6","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testArrayLookup7","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testParent1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testParent2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testHasChildren","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testContains1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testContains2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testContains3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testAuth1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testAuth2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testCoercion1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testCoercion2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","test$var1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","test$var3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","test$var4","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testNow","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRoot","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testHasChild","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testHasChildren1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testHasChildren2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testGetPriority","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testLength","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testBeginsWith","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testEndsWith","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testReplace","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testToLowerCase","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testToUpperCase","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRegex1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRegex2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRegex3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRegex4","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","Function","Function"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunctionParsing1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunctionParsing2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunctionParsing3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunction1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunction2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testFunction3","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testUnary","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testSanitizeQuotes1","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testSanitizeQuotes2","void"
"../test-repos/firebase_blaze_compiler/test/expressions_test.ts","testRewriteForChild","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_admin_can_write","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_can_read","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_cant_read","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_can_write","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_can_write_mock","void"
"../test-repos/firebase_blaze_compiler/test/test_utils.ts","assert_cant_write","void"
"../test-repos/firebase_blaze_compiler/src/schema.ts","annotate","void"
"../test-repos/firebase_blaze_compiler/src/schema.ts","pushDownConstraints","void"
"../test-repos/firebase_blaze_compiler/src/schema.ts","pullUpConstraints","void"
"../test-repos/firebase_blaze_compiler/src/schema.ts","combineACL","void"
"../test-repos/firebase_blaze_compiler/src/schema.ts","generateRules","string"
"../test-repos/firebase_blaze_compiler/src/schema.ts","annotate_schema","SchemaNode"
"../test-repos/firebase_blaze_compiler/src/schema.ts","fetchRef","any"
"../test-repos/firebase_blaze_compiler/src/schema.ts","getWildchild","any"
"../test-repos/firebase_blaze_compiler/src/expression.ts","isArraySyntaxMemberExpression","boolean"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","optimize","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","optimizeAndTrim","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","simplify","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","pruneBooleanLiterals","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","clauseRepetitionElimination","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","childParentAnnihilation","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","parentIsObjectCheckRemoval","any"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","escapeSingleQuotes","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","escapeEscapes","string"
"../test-repos/firebase_blaze_compiler/src/optimizer.ts","sanitizeQuotes","any"
"../test-repos/firebase_blaze_compiler/src/blaze.ts","load_yaml","any"
"../test-repos/firebase_blaze_compiler/src/blaze.ts","load_json","any"
"../test-repos/firebase_blaze_compiler/src/blaze.ts","load_yaml_collection","void"
"../test-repos/firebase_blaze_compiler/src/blaze.ts","validate_rules","boolean"
"../test-repos/firebase_blaze_compiler/src/java/java.ts","generate","void"
"../test-repos/firebase_blaze_compiler/src/java/java.ts","generate_class","void"
"../test-repos/firebase_blaze_compiler/src/compiler.ts","compileJSON","Rules"
"../test-repos/firebase_blaze_compiler/src/compiler.ts","compile","Rules"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","success","Promise<boolean>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","failure","Promise<never>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","evaluate","Promise<boolean>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","expectEq","Promise<boolean>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","expectDeepEq","Promise<boolean>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","expectMatches","Promise<boolean>"
"../test-repos/firebase_firebase-functions/integration_test/functions/src/testing.ts","expectReject","(event: any) => Promise<boolean>"
"../test-repos/firebase_firebase-functions/spec/providers/firestore.spec.ts","expectedTrigger","{ eventTrigger: { resource: string; eventType: string; }; }"
"../test-repos/firebase_firebase-functions/spec/providers/firestore.spec.ts","constructEvent","{ data: { oldValue: object; value: object; }; resource: string; }"
"../test-repos/firebase_firebase-functions/spec/providers/firestore.spec.ts","createOldValue","{ fields: any; name: string; createTime: string; updateTime: string; }"
"../test-repos/firebase_firebase-functions/spec/providers/firestore.spec.ts","createValue","{ fields: any; name: string; createTime: string; updateTime: string; }"
"../test-repos/firebase_firebase-functions/spec/support/helpers.ts","fakeConfig","any"
"../test-repos/firebase_firebase-functions/spec/support/helpers.ts","unsetSingleton","void"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockCredentialFetch","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockRCVariableFetch","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockMetaVariableWatch","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockMetaVariableWatchTimeout","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockCreateToken","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockRefreshToken","any"
"../test-repos/firebase_firebase-functions/spec/fixtures/http.ts","mockMetadataServiceToken","any"
"../test-repos/firebase_firebase-functions/src/testing.ts","whereAreTheBugs","string"
"../test-repos/firebase_firebase-functions/src/cloud-functions.ts","_makeParams","{ [option: string]: any; }"
"../test-repos/firebase_firebase-functions/src/cloud-functions.ts","makeCloudFunction","CloudFunction<EventData>"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","database","DatabaseBuilder"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","namespace","NamespaceBuilder"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","document","DocumentBuilder"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","isDeltaDocumentSnapshot","boolean"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","getValueProto","any"
"../test-repos/firebase_firebase-functions/src/providers/firestore.ts","dataConstructor","DeltaDocumentSnapshot"
"../test-repos/firebase_firebase-functions/src/providers/crashlytics.ts","issue","IssueBuilder"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","event","AnalyticsEventBuilder"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","copyFieldTo","void"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","copyField","void"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","copyFields","void"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","unwrapValueAsString","string"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","unwrapValue","any"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","copyTimestampToMillis","void"
"../test-repos/firebase_firebase-functions/src/providers/analytics.ts","copyTimestampToString","void"
"../test-repos/firebase_firebase-functions/src/providers/pubsub.ts","topic","TopicBuilder"
"../test-repos/firebase_firebase-functions/src/providers/storage.ts","bucket","BucketBuilder"
"../test-repos/firebase_firebase-functions/src/providers/storage.ts","object","ObjectBuilder"
"../test-repos/firebase_firebase-functions/src/providers/database.ts","instance","InstanceBuilder"
"../test-repos/firebase_firebase-functions/src/providers/database.ts","ref","RefBuilder"
"../test-repos/firebase_firebase-functions/src/providers/database.ts","resourceToInstanceAndPath","any[]"
"../test-repos/firebase_firebase-functions/src/providers/https.ts","onRequest","HttpsFunction"
"../test-repos/firebase_firebase-functions/src/providers/auth.ts","user","UserBuilder"
"../test-repos/firebase_firebase-functions/src/utils.ts","normalizePath","string"
"../test-repos/firebase_firebase-functions/src/utils.ts","pathParts","string[]"
"../test-repos/firebase_firebase-functions/src/utils.ts","joinPath","string"
"../test-repos/firebase_firebase-functions/src/utils.ts","applyChange","any"
"../test-repos/firebase_firebase-functions/src/utils.ts","pruneNulls","Object"
"../test-repos/firebase_firebase-functions/src/utils.ts","valAt","any"
"../test-repos/firebase_firebase-functions/src/encoder.ts","dateToTimestampProto","{ seconds: number; nanos: number; }"
"../test-repos/firebase_firebase-functions/src/apps.ts","apps","Apps"
"../test-repos/firebase_firebase-functions/src/apps.ts","delay","Promise<unknown>"
"../test-repos/firebase_firebase-functions/src/config.ts","config","Config"
"../test-repos/firebase_firebase-functions/src/config.ts","init","void"
"../test-repos/firebase_firebase-functions/src/config.ts","hasFirebase","boolean"
"../test-repos/funfix_funfix/test-common/setoid-tests.ts","setoidCheck","void"
"../test-repos/funfix_funfix/test-common/monad-tests.ts","monadCheck","void"
"../test-repos/funfix_funfix/test-common/apply-tests.ts","applyCheck","void"
"../test-repos/funfix_funfix/test-common/functor-tests.ts","functorCheck","void"
"../test-repos/funfix_funfix/test-common/chain-tests.ts","chainCheck","void"
"../test-repos/funfix_funfix/test-common/applicative-tests.ts","applicativeCheck","void"
"../test-repos/funfix_funfix/test-common/chain-rec-tests.ts","chainRecCheck","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/scheduler.test.ts","testErrorReporting","() => Promise<void>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","ok","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","not","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","throws","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","equal","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","notEqual","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","fail","void"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/asserts.ts","toString","string"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","loop","Future<number>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","loop","Future<number>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","loop","Future<number>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","check","boolean"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","asyncSample","Promise<number>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/future.test.ts","asyncErrorSample","Promise<number>"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/cancelable.test.ts","ref","Cancelable"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/instances.ts","arbFuture","any"
"../test-repos/funfix_funfix/packages/funfix-exec/test/ts/instances.ts","arbFutureFrom","any"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","genericTransformWith","Future<B>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","promiseThen","(value: T) => Future<T | R>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureCancelAll","void"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureIterableToArray","Future<A>[]"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureSequence","Future<A[]>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureFirstCompletedOf","Future<A>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureTraverse","Future<B[]>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/future.ts","futureTraverseLoop","Future<B[]>"
"../test-repos/funfix_funfix/packages/funfix-exec/src/scheduler.ts","safeRunnable","() => void"
"../test-repos/funfix_funfix/packages/funfix-exec/src/internals.ts","arrayBSearchInsertPos","(search: number) => number"
"../test-repos/funfix_funfix/packages/funfix-exec/src/internals.ts","iterableToArray","A[]"
"../test-repos/funfix_funfix/packages/funfix-exec/src/internals.ts","log2","number"
"../test-repos/funfix_funfix/packages/funfix-exec/src/internals.ts","nextPowerOf2","number"
"../test-repos/funfix_funfix/packages/funfix-exec/src/time.ts","x","number"
"../test-repos/funfix_funfix/packages/funfix-exec/src/time.ts","cmp","boolean"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","ok","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","not","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","throws","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","equal","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","notEqual","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","fail","void"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/asserts.ts","toString","string"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/internals.test.ts","arbBox1","any"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/internals.test.ts","arbBox2","any"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/instances.ts","arbOpt","any"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/instances.ts","arbEither","any"
"../test-repos/funfix_funfix/packages/funfix-core/test/ts/instances.ts","arbTry","any"
"../test-repos/funfix_funfix/packages/funfix-core/src/disjunctions.ts","Left","TLeft<L>"
"../test-repos/funfix_funfix/packages/funfix-core/src/disjunctions.ts","Right","TRight<R>"
"../test-repos/funfix_funfix/packages/funfix-core/src/disjunctions.ts","Some","TSome<A>"
"../test-repos/funfix_funfix/packages/funfix-core/src/disjunctions.ts","Success","Try<A>"
"../test-repos/funfix_funfix/packages/funfix-core/src/disjunctions.ts","Failure","Try<never>"
"../test-repos/funfix_funfix/packages/funfix-core/src/internals.ts","convertToMethod","Function"
"../test-repos/funfix_funfix/packages/funfix-core/src/internals.ts","fantasyLandRegister","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","ok","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","not","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","throws","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","equal","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","notEqual","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","fail","void"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/asserts.ts","toString","string"
"../test-repos/funfix_funfix/packages/funfix-effect/test/ts/eval.test.ts","loop","Eval<number>"
