File,FnId,Type
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","calculatePointsForElement","height","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","calculatePointsForElement","element","Element"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","calculatePointsForElement","resolver","Function"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","calculatePointsForElement","funRet","IPositionStats"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","extractHeightPropKeys","axis","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","extractHeightPropKeys","funRet","{ offsetHeightKey: any; clientHeightKey: any; }"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","extractHeightForElement","__0","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","extractHeightForElement","any","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","extractHeightForElement","funRet","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementHeight","elem","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementHeight","isWindow","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementHeight","offsetHeightKey","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementHeight","clientHeightKey","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementHeight","funRet","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementOffsetTop","elem","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementOffsetTop","axis","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementOffsetTop","isWindow","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementOffsetTop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementPageYOffset","elem","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementPageYOffset","axis","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementPageYOffset","isWindow","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.position-resolver.ts","getElementPageYOffset","funRet","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","shouldFireScrollEvent","container","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","shouldFireScrollEvent","distance","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","shouldFireScrollEvent","scrollingDown","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","shouldFireScrollEvent","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isScrollingDownwards","lastScrollPosition","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isScrollingDownwards","container","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isScrollingDownwards","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","getScrollStats","lastScrollPosition","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","getScrollStats","container","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","getScrollStats","distance","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","getScrollStats","funRet","{ fire: boolean; scrollDown: boolean; }"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollPosition","position","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollPosition","scrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollPosition","funRet","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTotalToScroll","totalToScroll","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTotalToScroll","scrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTotalToScroll","funRet","void"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isSameTotalToScroll","scrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isSameTotalToScroll","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTriggeredFlag","scroll","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTriggeredFlag","JQueryscrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTriggeredFlag","triggered","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTriggeredFlag","isScrollingDown","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateTriggeredFlag","funRet","void"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isTriggeredScroll","totalToScroll","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isTriggeredScroll","booleanscrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isTriggeredScroll","isScrollingDown","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","isTriggeredScroll","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollState","scrollState","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollState","scrolledUntilNow","void"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollState","totalToScroll","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.scroll-resolver.ts","updateScrollState","funRet","void"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","selector","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","scrollWindow","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","defaultElement","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","HTMLElement","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","fromRoot","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","resolveContainerElement","funRet","HTMLElement"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","findElement","selector","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","findElement","customRoot","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","findElement","fromRoot","string"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","findElement","funRet","any"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","inputPropChanged","prop","number"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","inputPropChanged","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/orizens_ngx-infinite-scroll/src/services/opttyper.ngx-ins-utils.ts","hasWindowDefined","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/dev/src/ion2-calendar/opttyper.calendar.module.ts","calendarController","modalCtrl","string"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/dev/src/ion2-calendar/opttyper.calendar.module.ts","calendarController","calSvc","boolean"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/dev/src/ion2-calendar/opttyper.calendar.module.ts","calendarController","funRet","CalendarController"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/src/opttyper.calendar.module.ts","calendarController","modalCtrl","string"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/src/opttyper.calendar.module.ts","calendarController","calSvc","boolean"
"../opttyper/Evaluation/PureTypeScript/HsuanXyz_ion2-calendar/src/opttyper.calendar.module.ts","calendarController","funRet","CalendarController"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","verify","payload","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","verify","Array","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","verify","","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","verify","any","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","verify","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","setupAuth","app","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Authentication.ts","setupAuth","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Socket.ts","setupSockets","app","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Socket.ts","setupSockets","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Logging.ts","setupLogging","app","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Logging.ts","setupLogging","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Logging.ts","setupExpress","app","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Logging.ts","setupExpress","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Swagger.ts","setupSwagger","app","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Swagger.ts","setupSwagger","funRet","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Swagger.ts","setupSwaggerSecurity","middleware","any"
"../opttyper/Evaluation/PureTypeScript/swimlane_node-microservice-demo/petstore/src/config/opttyper.Swagger.ts","setupSwaggerSecurity","funRet","any"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/runtime/opttyper.typechain-runtime.ts","promisify","func","Function"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/runtime/opttyper.typechain-runtime.ts","promisify","args","any[]"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/runtime/opttyper.typechain-runtime.ts","promisify","funRet","Promise<any>"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.typeParser.ts","parseEvmType","rawType","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.typeParser.ts","parseEvmType","funRet","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","generateSource","abi","number"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","generateSource","context","Element"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","generateSource","funRet","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForContract","abi","number"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForContract","input","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForContract","context","Element"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForContract","funRet","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForParams","param","Error"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForParams","funRet","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForArgs","param","Error"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForArgs","funRet","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForOutputTypeList","output","any[]"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.generateSource.ts","codeGenForOutputTypeList","funRet","any[]"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.utils.ts","getVersion","funRet","number"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.parseArgs.ts","parseArgs","funRet","Object"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.copyRuntime.ts","copyRuntime","path","string"
"../opttyper/Evaluation/PureTypeScript/Neufund_TypeChain/lib/opttyper.copyRuntime.ts","copyRuntime","funRet","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","escapeSpaces","s","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","escapeSpaces","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","escapeSpaces","funRet","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandForArgs","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandForArgs","args","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandForArgs","funRet","Promise<any>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","correctPath","path","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","correctPath","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandToChangeWorkingDirectory","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandToChangeWorkingDirectory","workingDirectory","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.ts","getCommandToChangeWorkingDirectory","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","escapeSpaces","s","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","escapeSpaces","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","escapeSpaces","funRet","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandForArgs","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandForArgs","args","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandForArgs","funRet","Promise<any>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","correctPath","path","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","correctPath","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandToChangeWorkingDirectory","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandToChangeWorkingDirectory","workingDirectory","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.ts","getCommandToChangeWorkingDirectory","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","escapeSpaces","s","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","escapeSpaces","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","escapeSpaces","funRet","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandForArgs","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandForArgs","args","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandForArgs","funRet","Promise<any>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","correctPath","path","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","correctPath","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandToChangeWorkingDirectory","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandToChangeWorkingDirectory","workingDirectory","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.opttyper.index.ts","getCommandToChangeWorkingDirectory","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","escapeSpaces","s","s"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","escapeSpaces","shell","shell"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","escapeSpaces","funRet","escapeSpaces"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandForArgs","shell","shell"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandForArgs","args","args"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandForArgs","funRet","getCommandForArgs"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","correctPath","path","path"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","correctPath","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandToChangeWorkingDirectory","shell","shell"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandToChangeWorkingDirectory","workingDirectory","workingDirectory"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.secondResult.ts","getCommandToChangeWorkingDirectory","funRet","getCommandToChangeWorkingDirectory"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","escapeSpaces","s","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","escapeSpaces","shell","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","escapeSpaces","funRet","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandForArgs","shell","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandForArgs","args","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandForArgs","funRet","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","correctPath","path","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","correctPath","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandToChangeWorkingDirectory","shell","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandToChangeWorkingDirectory","workingDirectory","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/opttyper.index.firstResult.ts","getCommandToChangeWorkingDirectory","funRet","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.Shell.ts","fromString","s","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.Shell.ts","fromString","funRet","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.Shell.ts","toString","shell","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.Shell.ts","toString","funRet","any"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","askUserToChooseMode","funRet","Promise<Mode>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","askPermissionToInstall","what","number"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","askPermissionToInstall","funRet","Promise<boolean>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","installComponent","componentName","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","installComponent","installComponent","Promise<boolean>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","installComponent","funRet","Promise<boolean>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","handleMissingRustupUserToolchain","logger","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","handleMissingRustupUserToolchain","toolchainKind","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","handleMissingRustupUserToolchain","getToolchains","any[]"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","handleMissingRustupUserToolchain","setToolchain","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","handleMissingRustupUserToolchain","funRet","Promise<void>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","logger","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","rustup","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","toolchainKind","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","getToolchain","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","setToolchain","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","processPossibleSetButMissingUserToolchain","funRet","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","activate","ctx","number"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","activate","funRet","Promise<void>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","context","Element"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","configuration","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","cargoInvocationManager","boolean"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","rustSource","boolean"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","rustup","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","currentWorkingDirectoryManager","string"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","shellProviderManager","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","logger","void"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","runInLegacyMode","funRet","Promise<void>"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","addExecutingActionOnSave","context","Element"
"../opttyper/Evaluation/PureTypeScript/editor-rs_vscode-rust/src/opttyper.extension.ts","addExecutingActionOnSave","configuration","string"
