File,FnId,Type
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.apply-tests.ts","applyCheck","lawsRef","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.apply-tests.ts","applyCheck","includeSuperTypes","boolean"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.apply-tests.ts","applyCheck","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genFA","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genFB","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genFC","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genAtoB","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genBtoC","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genFAtoB","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","genFBtoC","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","check","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","F","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","lawsRef","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","includeSuperTypes","boolean"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/test-common/inferTypes.chain-tests.ts","chainCheck","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","ok","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","ok","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","ok","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","not","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","not","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","not","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","throws","thunk","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","throws","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","throws","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","equal","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","equal","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","equal","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","notEqual","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","notEqual","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","notEqual","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","fail","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","fail","funRet","never"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","toString","obj","{ toString: () => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.asserts.ts","toString","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.scheduler.test.ts","testErrorReporting","f","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.scheduler.test.ts","testErrorReporting","funRet","() => Promise<void>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","acc","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","loop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","check","eq","{ lh: Future<any>; rh: Future<any>; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","check","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","asyncSample","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","asyncSample","funRet","Promise<number>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","asyncErrorSample","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.future.test.ts","asyncErrorSample","funRet","Promise<number>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.instances.ts","arbFuture","sc","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.instances.ts","arbFuture","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.instances.ts","arbFutureFrom","arbA","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.instances.ts","arbFutureFrom","sc","Scheduler"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.instances.ts","arbFutureFrom","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/test/ts/inferTypes.cancelable.test.ts","ref","funRet","Cancelable"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","self","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","failure","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","success","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","scheduler","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","cancelable","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","genericTransformWith","funRet","PureFuture<unknown> | AsyncFuture<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","promiseThen","f","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","promiseThen","alt","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","promiseThen","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","promiseThen","funRet","(value: any) => any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureCancelAll","list","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureCancelAll","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureCancelAll","skip","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureCancelAll","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureIterableToArray","values","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureIterableToArray","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureIterableToArray","funRet","Future<any>[]"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureSequence","values","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureSequence","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureSequence","funRet","PureFuture<unknown> | AsyncFuture<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureFirstCompletedOf","iterable","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureFirstCompletedOf","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureFirstCompletedOf","funRet","PureFuture<unknown> | AsyncFuture<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverse","list","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverse","f","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverse","parallelism","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverse","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverse","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","list","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","f","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","parallelism","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","ec","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","index","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","result","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.future.ts","futureTraverseLoop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.scheduler.ts","safeRunnable","r","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.scheduler.ts","safeRunnable","reporter","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.scheduler.ts","safeRunnable","funRet","() => void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","arrayBSearchInsertPos","array","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","arrayBSearchInsertPos","f","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","arrayBSearchInsertPos","funRet","(search: any) => number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","iterableToArray","values","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","iterableToArray","funRet","any[]"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","log2","x","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","log2","funRet","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","nextPowerOf2","nr","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.internals.ts","nextPowerOf2","funRet","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","x","d","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","x","m","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","x","over","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","x","funRet","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","cmp","s","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","cmp","o","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-exec/src/inferTypes.time.ts","cmp","funRet","boolean"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","ok","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","ok","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","ok","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","not","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","not","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","not","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","throws","thunk","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","throws","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","throws","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","equal","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","equal","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","equal","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","notEqual","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","notEqual","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","notEqual","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","fail","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","fail","funRet","never"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","toString","obj","{ toString: () => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.asserts.ts","toString","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbOpt","arbA","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbOpt","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbEither","arbR","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbEither","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbTry","arbA","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.instances.ts","arbTry","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.internals.test.ts","arbBox1","arbA","{ smap: (arg0: (a: any) => Box1<unknown>, arg1: (box: any) => any) => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.internals.test.ts","arbBox1","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.internals.test.ts","arbBox2","arbA","{ smap: (arg0: (a: any) => Box2<unknown>, arg1: (box: any) => any) => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/test/ts/inferTypes.internals.test.ts","arbBox2","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Left","value","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Left","funRet","TLeft<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Right","value","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Right","funRet","TRight<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Some","value","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Some","funRet","TSome<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Success","value","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Success","funRet","TSuccess<unknown>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Failure","e","NoSuchElementError"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.disjunctions.ts","Failure","funRet","TFailure"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","convertToMethod","f","{ apply: (arg0: any, arg1: any) => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","convertToMethod","funRet","(this: any) => any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","fantasyLandRegister","cls","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","fantasyLandRegister","monad","{ map: any; ap: any; of: any; chain: any; chainRec: any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","fantasyLandRegister","setoid","{ equals: any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-core/src/inferTypes.internals.ts","fantasyLandRegister","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","ok","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","ok","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","ok","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","not","cond","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","not","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","not","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","throws","thunk","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","throws","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","throws","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","equal","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","equal","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","equal","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","notEqual","lh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","notEqual","rh","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","notEqual","funRet","void"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","fail","message","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","fail","funRet","never"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","toString","obj","{ toString: () => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.asserts.ts","toString","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","signal","n","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","signal","funRet","IO<number>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","check","ec","{ tick: (arg0: any) => void; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","check","funRet","(eq: { lh: IO<any>; rh: IO<any>; }) => any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","scheduler","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatShallowLoop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatShallowLoop","f","{ (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<number>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<...>; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatShallowLoop","","any[]"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatShallowLoop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatEagerLoop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatEagerLoop","f","{ (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<number>; (arg0: number): any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","flatEagerLoop","funRet","IO<any>"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","suspendLoop","n","number"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","suspendLoop","f","{ (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<any>; (x: any): IO<number>; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.io.test.ts","suspendLoop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.eval.test.ts","loop","n","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.eval.test.ts","loop","ref","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.eval.test.ts","loop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.instances.ts","arbEval","arbA","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.instances.ts","arbEval","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.instances.ts","arbIO","arbA","{ generator: (arg0: number) => any; }"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/test/ts/inferTypes.instances.ts","arbIO","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","_popNextBind","bFirst","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","_popNextBind","bRest","any[]"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","_popNextBind","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","evalRunLoop","start","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","evalRunLoop","funRet","any"
"../opttyper/Evaluation/PureTypeScript/funfix_funfix/packages/funfix-effect/src/inferTypes.eval.ts","evalSequence","list","any"
